Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q7Z2W9,"39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=2",MRPL21,19,48,205,22.8,9.89,23,0.992,0.967,0.995,0.791,0.575,0.33,0.211,0.166,0.139,0.125
Q7Z2Y8,Interferon-induced very large GTPase 1 OS=Homo sapiens GN=GVINP1 PE=2 SV=2,GVINP1,2,3,2422,278.871,6.55,2,0.992,0.966,0.953,0.967,0.863,0.788,0.605,0.384,0.159,0.132
Q7Z2Z2,Elongation factor Tu GTP-binding domain-containing protein 1 OS=Homo sapiens GN=EFTUD1 PE=1 SV=2,EFTUD1,57,122,1120,125.35,5.91,60,0.992,0.989,0.862,0.673,0.379,0.234,0.173,0.125,0.11,0.078
Q7Z309,Isoform 2 of Protein FAM122B OS=Homo sapiens GN=FAM122B,FAM122B,66,307,248,26.998,6.37,36,0.992,0.997,0.932,0.835,0.723,0.571,0.436,0.324,0.232,0.275
Q7Z333,Isoform 4 of Probable helicase senataxin OS=Homo sapiens GN=SETX,SETX,9,23,2706,306.148,7.24,8,0.992,0.931,0.568,0.397,0.343,0.258,0.215,0.154,0.114,0.117
Q7Z392,Trafficking protein particle complex subunit 11 OS=Homo sapiens GN=TRAPPC11 PE=1 SV=2,TRAPPC11,18,33,1133,128.798,7.14,15,0.992,0.943,0.906,0.727,0.461,0.304,0.227,0.167,0.144,0.112
Q7Z3B4,Nucleoporin p54 OS=Homo sapiens GN=NUP54 PE=1 SV=2,NUP54,40,105,507,55.401,7.02,48,0.992,0.987,0.817,0.753,0.47,0.285,0.177,0.13,0.111,0.082
Q7Z3C6,Autophagy-related protein 9A OS=Homo sapiens GN=ATG9A PE=1 SV=3,ATG9A,3,6,839,94.387,6.67,3,0.992,0.919,0.866,0.79,0.62,0.378,0.295,0.204,0.143,0.115
Q7Z3D6,"Isoform 2 of UPF0317 protein C14orf159, mitochondrial OS=Homo sapiens GN=C14orf159",C14orf159,19,48,621,66.884,6.87,10,0.992,0.936,0.908,0.809,0.6,0.306,0.183,0.118,0.099,0.07
Q7Z3E2,Uncharacterized protein C10orf118 OS=Homo sapiens GN=C10orf118 PE=1 SV=2,C10orf118,22,41,898,103.623,6.27,20,0.992,1.023,0.893,0.733,0.456,0.276,0.224,0.17,0.143,0.13
Q7Z3E5,LisH domain-containing protein ARMC9 OS=Homo sapiens GN=ARMC9 PE=1 SV=2,ARMC9,7,14,817,91.704,6.2,7,0.992,0.989,0.628,0.509,0.353,0.268,0.178,0.129,0.126,0.085
Q7Z3F1,Integral membrane protein GPR155 OS=Homo sapiens GN=GPR155 PE=1 SV=2,GPR155,1,2,870,96.856,6.84,1,0.992,1.006,1.313,1.427,1.483,1.698,1.315,0.944,0.359,0.242
Q7Z3K3,Pogo transposable element with ZNF domain OS=Homo sapiens GN=POGZ PE=1 SV=2,POGZ,9,17,1410,155.245,7.4,9,0.992,0.96,0.846,0.692,0.561,0.315,0.245,0.174,0.156,0.165
Q7Z3T8,Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens GN=ZFYVE16 PE=1 SV=3,ZFYVE16,50,107,1539,168.797,4.82,50,0.992,1.017,0.923,0.891,0.79,0.635,0.426,0.287,0.164,0.143
Q7Z3U7,Protein MON2 homolog OS=Homo sapiens GN=MON2 PE=1 SV=2,MON2,38,74,1718,190.365,6.1,34,0.992,1,0.839,0.714,0.43,0.274,0.21,0.149,0.129,0.106
Q7Z406,Isoform 6 of Myosin-14 OS=Homo sapiens GN=MYH14,MYH14,146,602,2003,228.526,5.6,170,0.992,0.996,0.873,0.692,0.463,0.318,0.22,0.164,0.139,0.117
Q7Z417,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens GN=NUFIP2 PE=1 SV=1,NUFIP2,56,177,695,76.075,8.7,81,0.992,0.977,1.015,0.954,0.887,0.66,0.444,0.246,0.16,0.136
Q7Z422,SUZ domain-containing protein 1 OS=Homo sapiens GN=SZRD1 PE=1 SV=1,SZRD1,20,91,152,16.987,8.95,39,0.992,0.958,1.048,0.985,0.94,0.812,0.73,0.646,0.466,0.518
Q7Z434,Mitochondrial antiviral-signaling protein OS=Homo sapiens GN=MAVS PE=1 SV=2,MAVS,23,50,540,56.493,5.52,25,0.992,0.974,0.985,0.925,0.855,0.77,0.523,0.348,0.204,0.195
Q7Z460,CLIP-associating protein 1 OS=Homo sapiens GN=CLASP1 PE=1 SV=1,CLASP1,21,40,1538,169.346,9.03,14,0.992,1.001,0.743,0.612,0.463,0.308,0.235,0.164,0.154,0.122
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2,DHX29,78,201,1369,155.139,8.09,65,0.992,1.03,1.021,0.757,0.524,0.258,0.173,0.119,0.105,0.086
Q7Z4G1,Isoform 2 of COMM domain-containing protein 6 OS=Homo sapiens GN=COMMD6,COMMD6,5,9,98,10.9,6,5,0.992,0.97,0.883,0.757,0.645,0.476,0.309,0.174,0.149,0.118
Q7Z4G4,tRNA (guanine(10)-N2)-methyltransferase homolog OS=Homo sapiens GN=TRMT11 PE=1 SV=1,TRMT11,8,14,463,53.387,7.78,8,0.992,0.995,1.015,0.955,0.833,0.673,0.418,0.184,0.13,0.103
Q7Z4H3,HD domain-containing protein 2 OS=Homo sapiens GN=HDDC2 PE=1 SV=1,HDDC2,23,113,204,23.376,5.49,48,0.992,1.014,1.008,0.975,0.898,0.813,0.692,0.599,0.318,0.273
Q7Z4H7,HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2,HAUS6,17,33,955,108.553,6.47,16,0.992,0.994,0.703,0.527,0.342,0.216,0.173,0.125,0.115,0.089
Q7Z4H8,KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2,KDELC2,27,61,507,58.535,8.24,28,0.992,0.863,0.907,0.839,0.666,0.355,0.24,0.2,0.16,0.165
Q7Z4Q2,HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2,HEATR3,22,46,680,74.535,5.11,22,0.992,1.025,0.821,0.576,0.321,0.201,0.141,0.109,0.105,0.084
Q7Z4T9,Isoform 7 of Protein MAATS1 OS=Homo sapiens GN=MAATS1,MAATS1,2,3,767,89.898,8.66,2,0.992,0.986,0.928,0.897,0.873,0.663,0.51,0.369,0.229,0.217
Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1,HDGFRP2,82,337,671,74.272,7.49,147,0.992,0.974,0.976,0.892,0.744,0.608,0.5,0.384,0.273,0.311
Q7Z4W1,L-xylulose reductase OS=Homo sapiens GN=DCXR PE=1 SV=2,DCXR,47,293,244,25.897,8.1,137,0.992,1.006,1.014,0.985,0.921,0.799,0.659,0.458,0.187,0.103
Q7Z569,BRCA1-associated protein OS=Homo sapiens GN=BRAP PE=1 SV=2,BRAP,29,68,592,67.261,5.92,24,0.992,0.969,0.807,0.584,0.35,0.231,0.164,0.119,0.107,0.07
Q7Z5G4,Golgin subfamily A member 7 OS=Homo sapiens GN=GOLGA7 PE=1 SV=2,GOLGA7,1,2,137,15.814,7.05,1,0.992,0.906,1.393,0.917,0.803,0.738,0.555,0.474,0.259,0.272
Q7Z5H3,Isoform 2 of Rho GTPase-activating protein 22 OS=Homo sapiens GN=ARHGAP22,ARHGAP22,3,5,714,78.448,8.28,3,0.992,1.089,1.349,1.347,1.51,1.568,1.392,1.097,0.346,0.298
Q7Z5H4,Vomeronasal type-1 receptor 5 OS=Homo sapiens GN=VN1R5 PE=2 SV=2,VN1R5,2,42,357,40.752,9.2,21,0.992,1.036,1.043,1.087,0.973,0.743,0.405,0.174,0.144,0.112
Q7Z5J4,Retinoic acid-induced protein 1 OS=Homo sapiens GN=RAI1 PE=1 SV=2,RAI1,7,11,1906,203.225,8.79,7,0.992,0.969,0.913,0.818,0.832,0.708,0.603,0.381,0.183,0.193
Q7Z5K2,Isoform 3 of Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL,WAPAL,51,106,1275,142.436,6.06,51,0.992,1.01,0.729,0.521,0.348,0.244,0.174,0.125,0.112,0.082
Q7Z5L2,R3H and coiled-coil domain-containing protein 1-like OS=Homo sapiens GN=R3HCC1L PE=2 SV=2,R3HCC1L,2,3,792,87.829,5.12,1,0.992,0.966,0.723,0.587,0.523,0.408,0.275,0.264,0.189,0.182
Q7Z5L9,Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens GN=IRF2BP2 PE=1 SV=2,IRF2BP2,62,174,587,60.987,8.69,14,0.992,0.989,0.879,0.845,0.727,0.625,0.51,0.415,0.269,0.278
Q7Z5U6,WD repeat-containing protein 53 OS=Homo sapiens GN=WDR53 PE=2 SV=1,WDR53,5,9,358,38.965,6.52,4,0.992,0.974,1.003,0.922,0.831,0.715,0.498,0.324,0.194,0.109
Q7Z624,Calmodulin-lysine N-methyltransferase OS=Homo sapiens GN=CAMKMT PE=1 SV=2,CAMKMT,4,8,323,36.105,6.83,4,0.992,1.106,0.933,0.682,0.493,0.413,0.308,0.254,0.252,0.259
Q7Z6B0,Coiled-coil domain-containing protein 91 OS=Homo sapiens GN=CCDC91 PE=1 SV=2,CCDC91,29,61,441,49.941,5.07,24,0.992,1.018,0.946,0.875,0.736,0.393,0.274,0.194,0.158,0.14
Q7Z6B7,SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens GN=SRGAP1 PE=1 SV=1,SRGAP1,16,28,1085,124.186,6.83,8,0.992,1.024,0.903,0.794,0.618,0.358,0.29,0.201,0.179,0.162
Q7Z6E9,E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1,RBBP6,53,117,1792,201.442,9.64,57,0.992,0.932,0.941,0.827,0.716,0.53,0.343,0.244,0.169,0.157
Q7Z6I8,UPF0461 protein C5orf24 OS=Homo sapiens GN=C5orf24 PE=1 SV=1,C5orf24,1,2,188,20.119,9.85,1,0.992,0.976,1.023,1.087,1.223,1.108,0.905,0.544,0.299,0.332
Q7Z6J0,E3 ubiquitin-protein ligase SH3RF1 OS=Homo sapiens GN=SH3RF1 PE=1 SV=2,SH3RF1,20,40,888,93.071,8.54,18,0.992,1.049,0.835,0.694,0.452,0.317,0.219,0.162,0.143,0.118
Q7Z6J4,"FYVE, RhoGEF and PH domain-containing protein 2 OS=Homo sapiens GN=FGD2 PE=2 SV=1",FGD2,4,4,655,74.845,6.93,3,0.992,0.976,1.038,0.957,0.933,0.788,0.665,0.644,0.359,0.372
Q7Z6J8,E3 ubiquitin-protein ligase E3D OS=Homo sapiens GN=UBE3D PE=1 SV=2,UBE3D,3,4,389,43.628,8.13,3,0.992,0.999,0.863,0.717,0.483,0.288,0.209,0.13,0.113,0.072
Q7Z6J9,tRNA-splicing endonuclease subunit Sen54 OS=Homo sapiens GN=TSEN54 PE=1 SV=3,TSEN54,20,37,526,58.783,7.91,17,0.992,0.949,0.829,0.653,0.375,0.224,0.169,0.124,0.119,0.089
Q7Z6K3,Protein prenyltransferase alpha subunit repeat-containing protein 1 OS=Homo sapiens GN=PTAR1 PE=2 SV=2,PTAR1,17,31,402,46.376,6.99,13,0.992,0.998,0.932,0.833,0.725,0.56,0.297,0.148,0.131,0.089
Q7Z6M1,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,RABEPK,42,118,372,40.539,6.25,56,0.992,0.957,0.972,0.933,0.873,0.746,0.623,0.501,0.285,0.216
Q7Z6M4,mTERF domain-containing protein 2 OS=Homo sapiens GN=MTERFD2 PE=1 SV=3,MTERFD2,2,4,381,43.93,4.82,2,0.992,1.026,1.003,0.797,0.683,0.408,0.265,0.214,0.159,0.122
Q7Z6R9,Transcription factor AP-2-delta OS=Homo sapiens GN=TFAP2D PE=2 SV=1,TFAP2D,3,10,452,49.547,8.16,4,0.992,1.004,0.893,0.838,0.692,0.443,0.318,0.247,0.215,0.221
Q7Z6V5,tRNA-specific adenosine deaminase 2 OS=Homo sapiens GN=ADAT2 PE=1 SV=1,ADAT2,9,20,191,21.032,6.74,8,0.992,0.906,0.915,0.799,0.669,0.499,0.393,0.304,0.195,0.144
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,HUWE1,201,503,4374,481.589,5.22,226,0.992,1.003,0.86,0.737,0.457,0.249,0.179,0.121,0.116,0.088
Q7Z739,YTH domain family protein 3 OS=Homo sapiens GN=YTHDF3 PE=1 SV=1,YTHDF3,44,183,585,63.822,9.04,48,0.992,0.989,0.904,0.87,0.676,0.433,0.225,0.145,0.116,0.085
Q7Z745,HEAT repeat-containing protein 7B2 OS=Homo sapiens GN=HEATR7B2 PE=2 SV=3,HEATR7B2,3,4,1585,180.664,6.28,3,0.992,0.949,1.039,1.027,0.94,0.908,0.569,0.444,0.183,0.168
Q7Z7A1,Centriolin OS=Homo sapiens GN=CNTRL PE=1 SV=2,CNTRL,7,14,2325,268.72,5.55,4,0.992,0.946,0.77,0.577,0.483,0.36,0.263,0.204,0.139,0.112
Q7Z7A3,Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens GN=CTU1 PE=1 SV=1,CTU1,16,40,348,36.427,9.2,17,0.992,0.999,0.874,0.778,0.566,0.348,0.211,0.143,0.126,0.101
Q7Z7A4,PX domain-containing protein kinase-like protein OS=Homo sapiens GN=PXK PE=1 SV=1,PXK,6,11,578,64.909,9.35,5,0.992,0.957,0.919,0.815,0.552,0.31,0.217,0.149,0.135,0.104
Q7Z7C8,Isoform 2 of Transcription initiation factor TFIID subunit 8 OS=Homo sapiens GN=TAF8,TAF8,2,4,311,34.414,6.25,2,0.992,0.936,0.863,0.822,0.733,0.438,0.335,0.239,0.174,0.182
Q7Z7E8,Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens GN=UBE2Q1 PE=1 SV=1,UBE2Q1,15,28,422,46.098,5.1,13,0.992,1.059,0.826,0.634,0.422,0.278,0.192,0.144,0.145,0.11
Q7Z7F0,UPF0469 protein KIAA0907 OS=Homo sapiens GN=KIAA0907 PE=1 SV=1,KIAA0907,8,18,614,64.805,8.73,8,0.992,0.99,0.878,0.755,0.512,0.333,0.276,0.232,0.195,0.182
Q7Z7F7,"Isoform 2 of 39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55",MRPL55,9,25,164,18.891,10.99,12,0.992,1.05,1.1,0.877,0.626,0.404,0.289,0.225,0.178,0.146
Q7Z7H5,Transmembrane emp24 domain-containing protein 4 OS=Homo sapiens GN=TMED4 PE=1 SV=1,TMED4,1,4,227,25.926,8.28,2,0.992,0.986,1.033,1.047,1.043,0.738,0.465,0.324,0.219,0.192
Q7Z7H8,"Isoform 2 of 39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10",MRPL10,9,28,271,30.288,9.25,13,0.992,1.004,0.943,0.76,0.481,0.236,0.159,0.108,0.114,0.083
Q7Z7K0,COX assembly mitochondrial protein homolog OS=Homo sapiens GN=CMC1 PE=1 SV=1,CMC1,10,21,106,12.481,8.63,8,0.992,0.962,0.95,0.907,0.776,0.79,0.687,0.555,0.509,0.501
Q7Z7K6,Centromere protein V OS=Homo sapiens GN=CENPV PE=1 SV=1,CENPV,1,2,275,29.927,9.73,1,0.992,0.986,1.103,1.117,1.123,0.558,0.515,0.364,0.219,0.282
Q7Z7L7,Protein zer-1 homolog OS=Homo sapiens GN=ZER1 PE=1 SV=1,ZER1,7,13,766,88.113,5.62,6,0.992,0.934,0.888,0.852,0.73,0.493,0.252,0.122,0.101,0.08
Q7Z7N9,Transmembrane protein 179B OS=Homo sapiens GN=TMEM179B PE=1 SV=1,TMEM179B,2,4,219,23.535,7.85,2,0.992,0.956,1.053,0.842,0.783,0.538,0.565,0.454,0.244,0.422
Q86SE9,Polycomb group RING finger protein 5 OS=Homo sapiens GN=PCGF5 PE=1 SV=1,PCGF5,2,4,256,29.694,6.52,2,0.992,0.856,0.573,0.437,0.293,0.198,0.145,0.094,0.109,0.062
Q86SG6,Serine/threonine-protein kinase Nek8 OS=Homo sapiens GN=NEK8 PE=1 SV=1,NEK8,1,1,692,74.759,7.81,1,0.992,1.546,2.073,1.617,2.303,2.628,1.375,0.464,1.069,0.592
Q86SQ0,Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2,PHLDB2,19,33,1253,142.07,7.43,15,0.992,0.972,0.848,0.741,0.634,0.412,0.322,0.255,0.211,0.175
Q86SQ4,Isoform 3 of G-protein coupled receptor 126 OS=Homo sapiens GN=GPR126,GPR126,5,9,1250,139.811,7.75,4,0.992,0.801,0.968,0.962,0.903,0.768,0.61,0.544,0.449,0.392
Q86SQ7,Serologically defined colon cancer antigen 8 OS=Homo sapiens GN=SDCCAG8 PE=1 SV=1,SDCCAG8,2,4,713,82.631,5.81,2,0.992,1.171,1.063,1.062,1.038,0.888,0.78,0.474,0.199,0.162
Q86SX3,Uncharacterized protein C14orf80 OS=Homo sapiens GN=C14orf80 PE=2 SV=2,C14orf80,1,2,495,54.197,8.05,1,0.992,1.086,0.933,0.877,0.683,0.538,0.565,0.394,0.209,0.172
Q86SX6,"Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2",GLRX5,12,53,157,16.618,6.79,28,0.992,0.974,0.988,0.954,0.868,0.746,0.548,0.414,0.241,0.202
Q86SZ2,Trafficking protein particle complex subunit 6B OS=Homo sapiens GN=TRAPPC6B PE=1 SV=1,TRAPPC6B,21,62,158,17.971,8.68,30,0.992,0.964,0.932,0.825,0.742,0.678,0.451,0.217,0.171,0.135
Q86T24,Transcriptional regulator Kaiso OS=Homo sapiens GN=ZBTB33 PE=1 SV=2,ZBTB33,6,12,672,74.438,5.12,6,0.992,0.993,0.789,0.61,0.46,0.368,0.282,0.244,0.233,0.268
Q86TB9,Protein PAT1 homolog 1 OS=Homo sapiens GN=PATL1 PE=1 SV=2,PATL1,5,10,770,86.796,6.67,5,0.992,1.052,0.802,0.66,0.462,0.296,0.229,0.17,0.146,0.157
Q86TG7,Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2,PEG10,3,6,708,80.122,6.39,3,0.992,0.926,0.693,0.6,0.523,0.398,0.312,0.26,0.199,0.178
Q86TI0,TBC1 domain family member 1 OS=Homo sapiens GN=TBC1D1 PE=1 SV=2,TBC1D1,10,19,1168,133,6.96,9,0.992,1.078,0.919,0.805,0.628,0.483,0.354,0.279,0.236,0.21
Q86TI2,Dipeptidyl peptidase 9 OS=Homo sapiens GN=DPP9 PE=1 SV=3,DPP9,71,218,863,98.201,6.46,93,0.992,0.967,0.932,0.821,0.525,0.235,0.163,0.116,0.106,0.076
Q86TM6,E3 ubiquitin-protein ligase synoviolin OS=Homo sapiens GN=SYVN1 PE=1 SV=2,SYVN1,1,2,617,67.64,6.95,1,0.992,0.846,0.873,0.827,0.903,0.708,0.475,0.264,0.129,0.032
Q86TN4,tRNA 2'-phosphotransferase 1 OS=Homo sapiens GN=TRPT1 PE=1 SV=2,TRPT1,1,2,253,27.725,9.98,1,0.992,0.956,0.803,0.657,0.413,0.318,0.195,0.114,0.139,0.082
Q86TP1,Protein prune homolog OS=Homo sapiens GN=PRUNE PE=1 SV=2,PRUNE,8,16,453,50.168,5.5,8,0.992,0.955,0.763,0.602,0.399,0.281,0.213,0.125,0.14,0.097
Q86TS9,"39S ribosomal protein L52, mitochondrial OS=Homo sapiens GN=MRPL52 PE=2 SV=2",MRPL52,3,10,123,13.655,10.26,4,0.992,0.926,1.028,1.017,0.938,0.913,0.81,0.614,0.599,0.567
Q86TU7,Histone-lysine N-methyltransferase setd3 OS=Homo sapiens GN=SETD3 PE=1 SV=1,SETD3,55,158,594,67.215,5.96,73,0.992,1.011,0.891,0.818,0.647,0.45,0.245,0.149,0.139,0.087
Q86U28,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Homo sapiens GN=ISCA2 PE=1 SV=2",ISCA2,16,53,154,16.466,5.25,25,0.992,0.988,1.028,0.92,0.741,0.546,0.361,0.248,0.167,0.134
Q86U38,Nucleolar protein 9 OS=Homo sapiens GN=NOP9 PE=1 SV=1,NOP9,3,5,636,69.394,7.28,2,0.992,1.091,0.878,0.652,0.578,0.433,0.26,0.239,0.194,0.177
Q86U42,Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3,PABPN1,7,29,306,32.729,5.06,13,0.992,0.986,1.033,0.797,0.513,0.298,0.225,0.154,0.149,0.122
Q86U44,N6-adenosine-methyltransferase 70 kDa subunit OS=Homo sapiens GN=METTL3 PE=1 SV=2,METTL3,47,132,580,64.433,6.42,61,0.992,0.992,0.976,0.907,0.728,0.505,0.247,0.16,0.132,0.105
Q86U70,LIM domain-binding protein 1 OS=Homo sapiens GN=LDB1 PE=1 SV=2,LDB1,8,17,411,46.502,6.96,9,0.992,1.023,0.968,0.89,0.875,0.728,0.532,0.379,0.321,0.342
Q86U86,Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1,PBRM1,2,3,1689,192.825,6.89,1,0.992,0.876,0.583,0.437,0.313,0.248,0.215,0.174,0.129,0.152
Q86U90,"YrdC domain-containing protein, mitochondrial OS=Homo sapiens GN=YRDC PE=1 SV=1",YRDC,15,32,279,29.309,8.57,16,0.992,1.067,0.765,0.7,0.526,0.371,0.227,0.135,0.119,0.091
Q86UA1,Pre-mRNA-processing factor 39 OS=Homo sapiens GN=PRPF39 PE=1 SV=3,PRPF39,22,51,669,78.381,5.4,24,0.992,0.955,0.689,0.419,0.287,0.193,0.149,0.104,0.112,0.085
Q86UA6,Isoform 8 of RPA-interacting protein OS=Homo sapiens GN=RPAIN,RPAIN,6,13,231,26.204,5.05,6,0.992,0.979,0.913,0.76,0.47,0.288,0.175,0.12,0.116,0.078
Q86UD0,Suppressor APC domain-containing protein 2 OS=Homo sapiens GN=SAPCD2 PE=2 SV=2,SAPCD2,7,15,394,42.61,8.82,8,0.992,0.936,0.87,0.772,0.721,0.54,0.42,0.241,0.169,0.132
Q86UD1,Out at first protein homolog OS=Homo sapiens GN=OAF PE=2 SV=1,OAF,1,2,273,30.669,6.84,1,0.992,1.166,1.103,1.077,0.643,0.398,0.415,0.314,0.419,0.192
Q86UD4,Zinc finger protein 329 OS=Homo sapiens GN=ZNF329 PE=2 SV=2,ZNF329,2,4,541,61.686,8.6,2,0.992,1.091,0.873,0.857,0.733,0.578,0.195,0.104,0.089,0.077
Q86UD5,Mitochondrial sodium/hydrogen exchanger 9B2 OS=Homo sapiens GN=SLC9B2 PE=1 SV=2,SLC9B2,2,5,537,57.527,6.71,5,0.992,0.956,0.868,0.902,0.728,0.488,0.435,0.409,0.284,0.267
Q86UE4,Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2,MTDH,55,191,582,63.799,9.32,65,0.992,0.954,1.121,1.245,1.3,1.157,1,0.699,0.285,0.214
Q86UE6,Leucine-rich repeat transmembrane neuronal protein 1 OS=Homo sapiens GN=LRRTM1 PE=2 SV=2,LRRTM1,1,6,522,58.603,7.34,3,0.992,1.046,1.223,1.217,1.103,0.458,0.205,0.114,0.099,0.052
Q86UE8,Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens GN=TLK2 PE=1 SV=2,TLK2,49,125,772,87.606,8.41,17,0.992,1.069,0.921,0.821,0.585,0.381,0.219,0.151,0.123,0.079
Q86UF2,cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2,CTAGE6,1,1,777,87.845,5.16,1,0.992,0.846,0.673,0.507,0.193,0.268,0.135,0.054,0.109,0.062
Q86UK0,ATP-binding cassette sub-family A member 12 OS=Homo sapiens GN=ABCA12 PE=1 SV=3,ABCA12,1,2,2595,293.049,7.75,1,0.992,0.946,0.943,0.867,0.713,0.588,0.435,0.404,0.249,0.452
Q86UK7,Zinc finger protein 598 OS=Homo sapiens GN=ZNF598 PE=1 SV=1,ZNF598,29,72,904,98.575,8.4,31,0.992,0.996,0.874,0.717,0.448,0.246,0.182,0.127,0.127,0.11
Q86UL8,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Homo sapiens GN=MAGI2 PE=1 SV=3",MAGI2,3,6,1455,158.656,6.35,1,0.992,0.866,0.963,0.987,0.903,0.708,0.525,0.394,0.469,0.432
Q86UN3,Reticulon-4 receptor-like 2 OS=Homo sapiens GN=RTN4RL2 PE=1 SV=1,RTN4RL2,5,12,420,46.077,7.62,6,0.992,1.084,1.003,1.032,0.823,0.623,0.475,0.331,0.199,0.149
Q86UP2,Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1,KTN1,209,535,1357,156.179,5.64,251,0.992,0.946,0.965,0.799,0.61,0.432,0.285,0.186,0.137,0.122
Q86UQ4,ATP-binding cassette sub-family A member 13 OS=Homo sapiens GN=ABCA13 PE=2 SV=3,ABCA13,1,1,5058,575.791,6.46,1,0.992,0.886,0.973,0.947,0.753,0.648,0.665,0.534,0.399,0.462
Q86US8,Telomerase-binding protein EST1A OS=Homo sapiens GN=SMG6 PE=1 SV=2,SMG6,3,6,1419,160.362,7.05,3,0.992,1.076,0.986,0.787,0.583,0.571,0.405,0.267,0.199,0.135
Q86UU0,B-cell CLL/lymphoma 9-like protein OS=Homo sapiens GN=BCL9L PE=1 SV=1,BCL9L,56,141,1499,157.027,8.63,65,0.992,0.968,0.959,0.933,0.875,0.74,0.608,0.507,0.392,0.444
Q86UU1,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1,PHLDB1,15,25,1377,151.068,8.63,11,0.992,1.006,0.954,0.79,0.728,0.506,0.417,0.276,0.237,0.224
Q86UV5,Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1,USP48,31,62,1035,118.956,6.05,20,0.992,0.894,0.644,0.412,0.287,0.189,0.158,0.109,0.127,0.089
Q86UW6,NEDD4-binding protein 2 OS=Homo sapiens GN=N4BP2 PE=1 SV=2,N4BP2,2,2,1770,198.676,5.21,1,0.992,0.956,1.493,1.067,1.513,1.688,0.685,0.424,0.219,0.172
Q86UW7,Calcium-dependent secretion activator 2 OS=Homo sapiens GN=CADPS2 PE=1 SV=2,CADPS2,3,7,1296,147.641,6.19,3,0.992,0.923,0.959,0.98,0.88,0.744,0.605,0.324,0.163,0.128
Q86UY8,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1,NT5DC3,45,130,548,63.379,8.31,62,0.992,0.964,1.033,1.009,0.961,0.825,0.56,0.236,0.139,0.099
Q86V15,Zinc finger protein castor homolog 1 OS=Homo sapiens GN=CASZ1 PE=2 SV=4,CASZ1,2,4,1759,189.948,7.03,1,0.992,1.016,0.873,0.227,0.373,0.408,0.335,0.264,0.179,0.202
Q86V21,Acetoacetyl-CoA synthetase OS=Homo sapiens GN=AACS PE=1 SV=1,AACS,20,45,672,75.096,6.24,18,0.992,0.852,0.576,0.393,0.33,0.197,0.151,0.105,0.103,0.082
Q86V48,Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2,LUZP1,104,232,1076,120.202,8.5,106,0.992,0.972,0.91,0.765,0.601,0.378,0.284,0.195,0.156,0.143
Q86V87,Protein FAM160B2 OS=Homo sapiens GN=FAM160B2 PE=2 SV=2,FAM160B2,4,7,743,82.288,5.47,2,0.992,1.026,0.833,0.752,0.563,0.508,0.335,0.254,0.164,0.162
